time,open,high,low,close,Up Trend,Down Trend
2019-05-06,37262,37670,37051,37354,,40711.854446311896
2019-05-13,37305,37762,36528,36577,,40711.854446311896
2019-05-20,36450,36740,36056,36384,,40698.44342971634
2019-05-27,36468,36710,35826,36449,,40517.48053440191
2019-06-03,36610,37587,36400,37344,,40517.48053440191
2019-06-10,37299,37685,36470,37035,,40517.48053440191
2019-06-17,37151,38590,36950,37954,,40517.48053440191
2019-06-24,38099,38323,37405,37452,,40517.48053440191
2019-07-01,37902,38940,37462,37915,,40517.48053440191
2019-07-08,37951,38500,37853,38390,,40517.48053440191
2019-07-15,38300,41627,38258,40682,36184.221707788165,
2019-07-22,41002,41825,40818,41152,36353.34239973277,
2019-07-29,41230,41614,40285,41364,36353.34239973277,
2019-08-05,41519,43950,41519,43324,37386.309379322774,
2019-08-12,43411,44584,42042,43824,37643.48875403459,
2019-08-19,43552,44627,43154,44602,38206.15617043228,
2019-08-26,45086,48236,44765,47723,40226.045759070126,
2019-09-02,48132,51489,47480,47885,42559.27604179879,
2019-09-09,47750,48190,45620,45761,42559.27604179879,
2019-09-16,46100,47468,45900,46465,42559.27604179879,
2019-09-23,46705,48320,44655,45517,42559.27604179879,
2019-09-30,45270,45995,43969,45379,42559.27604179879,
2019-10-07,45549,46443,44880,45171,42559.27604179879,
2019-10-14,45235,46020,44700,45453,42559.27604179879,
2019-10-22,45340,47250,45115,46491,42559.27604179879,
2019-10-28,46526,46894,45556,46392,42559.27604179879,
2019-11-04,46556,46900,43467,43872,42559.27604179879,
2019-11-11,44100,44888,43606,44445,42559.27604179879,
2019-11-18,44355,45018,43907,44480,42559.27604179879,
2019-11-25,44450,45164,43901,45055,42559.27604179879,
2019-12-02,44949,45678,43470,43545,42559.27604179879,
2019-12-09,43575,44630,43406,44126,42559.27604179879,
2019-12-16,44132,45097,44108,44904,42559.27604179879,
2019-12-23,45051,47232,45051,46966,42559.27604179879,
2019-12-30,46139,47924,46139,47527,42559.27604179879,
2020-01-06,48300,48925,46310,46911,42559.27604179879,
2020-01-13,46810,46970,45811,46756,42559.27604179879,
2020-01-20,46708,47025,45734,46935,42559.27604179879,
2020-01-27,47225,47595,45257,46989,42559.27604179879,
2020-02-03,46669,46690,45356,46106,42559.27604179879,
2020-02-10,46097,46319,45406,46227,42559.27604179879,
2020-02-17,46380,48589,46021,48304,42559.27604179879,
2020-02-24,48607,49516,43957,44403,42559.27604179879,
2020-03-02,45200,47870,44765,46969,42559.27604179879,
2020-03-09,47041,47077,40400,40487,,51192.80334703886
2020-03-16,40962,41099,33580,35843,,48428.43669157914
2020-03-23,36409,41920,35700,40894,,48428.43669157914
2020-03-30,40000,41383,39300,41223,,48428.43669157914
2020-04-06,42871,43987,42708,43502,,48428.43669157914
2020-04-13,43587,44584,42506,42806,,48428.43669157914
2020-04-20,43133,43133,40775,42051,,48428.43669157914
2020-04-27,42228,43280,41001,41597,,48428.43669157914
2020-05-04,41728,43800,40951,43293,,48428.43669157914
2020-05-11,43347,46855,42739,46718,,48428.43669157914
2020-05-18,47190,49499,46822,48338,,48428.43669157914
2020-05-25,48171,50174,46958,50118,36941.23182490841,
2020-06-01,50587,51235,47079,47351,37198.949703247854,
2020-06-08,47652,49600,47500,47690,37198.949703247854,
2020-06-15,47533,48999,46436,48636,37198.949703247854,
2020-06-22,49088,49261,46833,48365,37198.949703247854,
2020-06-29,49445,50891,48450,49177,38235.43502814754,
2020-07-06,49087,52144,48865,51362,38957.37269293771,
2020-07-13,51780,53199,51780,52899,41222.31451340853,
2020-07-20,52819,62400,52735,61223,44474.12687918129,
2020-07-27,63671,67560,61597,64984,50668.15175390254,
2020-08-03,65656,77949,65120,74160,55094.17497030904,
2020-08-10,75314,76219,60910,67171,55094.17497030904,
2020-08-17,67106,71350,65006,67067,55094.17497030904,
2020-08-24,66589,67826,63153,65976,55094.17497030904,
2020-08-31,70003,73254,66225,67266,55094.17497030904,
2020-09-07,68232,69768,66155,67928,55094.17497030904,
2020-09-14,68485,69887,66650,67877,55094.17497030904,
2020-09-21,67888,67888,56020,59027,55094.17497030904,
2020-09-28,58513,62598,57652,61145,55094.17497030904,
2020-10-05,60737,63242,59338,62884,55094.17497030904,
2020-10-12,63839,64122,59820,61676,55094.17497030904,
2020-10-19,61462,64070,61177,62449,55094.17497030904,
2020-10-26,61720,62580,58381,60865,55094.17497030904,
2020-11-02,61422,66244,60800,65335,55094.17497030904,
2020-11-09,65900,66478,60560,63801,55094.17497030904,
2020-11-16,64010,64089,60710,62158,55094.17497030904,
2020-11-23,62119,62300,57877,58984,55094.17497030904,
2020-11-30,59247,64567,58880,63813,55094.17497030904,
2020-12-07,63643,65817,62380,63735,55094.17497030904,
2020-12-14,63482,68431,62720,67907,55094.17497030904,
2020-12-21,68958,71650,65604,67509,55094.17497030904,
2020-12-28,69000,69800,67700,68123,55094.17497030904,
2021-01-04,68499,71550,63719,64231,55094.17497030904,
2021-01-11,63603,66848,63603,64764,55094.17497030904,
2021-01-18,65055,67848,64785,66642,55094.17497030904,
2021-01-25,66896,71290,65051,69706,55094.17497030904,
2021-02-01,71650,74426,66320,68738,55094.17497030904,
2021-02-08,68700,70757,68189,69117,55094.17497030904,
2021-02-15,69300,70864,67530,69012,55094.17497030904,
2021-02-22,69337,70699,66505,67261,55094.17497030904,
2021-03-01,69854,69872,64875,65603,55094.17497030904,
2021-03-08,66455,68099,65247,66844,55094.17497030904,
2021-03-15,67226,68470,66801,67527,55094.17497030904,
2021-03-22,67000,67000,63411,64805,55094.17497030904,
2021-03-29,64311,65155,62500,65089,55094.17497030904,
2021-04-05,64800,67735,64473,66983,55094.17497030904,
2021-04-12,66786,69271,65961,68684,55094.17497030904,
2021-04-19,68456,70425,67955,68674,55094.17497030904,
2021-04-26,69086,69932,67550,68366,55094.17497030904,
2021-05-03,68807,72231,68607,71429,55094.17497030904,
2021-05-10,71507,72699,70085,71085,55945.75601544461,
2021-05-17,71900,74222,70510,71049,56959.63894774831,
2021-05-24,71517,72779,70576,71611,56959.63894774831,
2021-05-31,72000,73582,69800,71539,56959.63894774831,
2021-06-07,71320,72798,70836,72227,57314.81134003596,
2021-06-14,72000,72094,67505,67598,57314.81134003596,
2021-06-21,67647,68526,66628,67873,57314.81134003596,
2021-06-28,68014,70360,67700,70188,57314.81134003596,
2021-07-05,70445,70960,68425,69297,57314.81134003596,
2021-07-12,69000,70017,68082,68319,57314.81134003596,
2021-07-19,68121,68121,66286,67024,57314.81134003596,
2021-07-26,67156,68490,65656,67847,57314.81134003596,
2021-08-02,67812,68872,64639,65000,57314.81134003596,
2021-08-09,64710,64710,61536,63238,57314.81134003596,
2021-08-16,63141,63866,61227,61721,57314.81134003596,
2021-08-23,62144,63751,61878,63585,57314.81134003596,
2021-08-30,64085,65605,62828,65209,57314.81134003596,
2021-09-06,65377,65513,63479,63592,57314.81134003596,
2021-09-13,63474,63667,59888,59992,57314.81134003596,
2021-09-20,59531,61400,59222,59955,57314.81134003596,
2021-09-27,60626,61126,58150,60550,57314.81134003596,
2021-10-04,60517,62708,60070,61801,57314.81134003596,
2021-10-11,61500,63825,61211,63271,57314.81134003596,
2021-10-18,63235,66752,62804,65656,57314.81134003596,
2021-10-25,65770,66430,64035,64534,57314.81134003596,
2021-11-01,64449,64980,62002,64332,57314.81134003596,
