time,open,high,low,close
2024-11-06T09:15:00+05:30,24367,24529.45,24265.55,24500
2024-11-06T10:15:00+05:30,24501.55,24514.95,24381.15,24466.05
2024-11-06T11:15:00+05:30,24469.6,24572.95,24451,24540
2024-11-06T12:15:00+05:30,24535.6,24586.8,24500,24574.2
2024-11-06T13:15:00+05:30,24574.2,24616.55,24551,24603.45
2024-11-06T14:15:00+05:30,24603.55,24665,24555,24571.6
2024-11-06T15:15:00+05:30,24570.4,24598,24570.4,24590.75
2024-11-07T09:15:00+05:30,24549,24567.45,24308.45,24327.3
2024-11-07T10:15:00+05:30,24326.1,24365.95,24288.5,24334.3
2024-11-07T11:15:00+05:30,24334.3,24336.8,24291.25,24305
2024-11-07T12:15:00+05:30,24305,24347,24301.1,24332
2024-11-07T13:15:00+05:30,24330.65,24334.9,24283.4,24317.15
2024-11-07T14:15:00+05:30,24318.2,24320.75,24293.7,24295.75
2024-11-07T15:15:00+05:30,24297.95,24305,24280.2,24283.35
2024-11-08T09:15:00+05:30,24334,24415,24155.45,24302.7
2024-11-08T10:15:00+05:30,24302.7,24318,24243.55,24257.7
2024-11-08T11:15:00+05:30,24258.25,24267.25,24177.15,24191.25
2024-11-08T12:15:00+05:30,24190.5,24265.15,24185.5,24264
2024-11-08T13:15:00+05:30,24265.35,24283.3,24223,24225
2024-11-08T14:15:00+05:30,24225,24262.95,24203.1,24239
2024-11-08T15:15:00+05:30,24234.8,24244,24194.8,24203.95
2024-11-11T09:15:00+05:30,24150,24250,24092.6,24191.95
2024-11-11T10:15:00+05:30,24190.85,24402.6,24184.05,24392.65
2024-11-11T11:15:00+05:30,24392.35,24434,24308.45,24336.8
2024-11-11T12:15:00+05:30,24337.3,24345,24271.6,24300
2024-11-11T13:15:00+05:30,24295.05,24307.3,24184.75,24190
2024-11-11T14:15:00+05:30,24184.55,24294,24150,24244.2
2024-11-11T15:15:00+05:30,24244.2,24248,24210.2,24223
2024-11-12T09:15:00+05:30,24266.85,24315,24190,24237.8
2024-11-12T10:15:00+05:30,24231.8,24280,24181.4,24226.05
2024-11-12T11:15:00+05:30,24221,24237.65,24174.75,24185
2024-11-12T12:15:00+05:30,24179.9,24210,24057.45,24079.85
2024-11-12T13:15:00+05:30,24077.05,24078,23994.2,24026.5
2024-11-12T14:15:00+05:30,24026.25,24070,23945,23950.1
2024-11-12T15:15:00+05:30,23952.3,23969,23921.5,23933.9
2024-11-13T09:15:00+05:30,23889,23945,23761,23765.85
2024-11-13T10:15:00+05:30,23769.05,23853.05,23752,23780.95
2024-11-13T11:15:00+05:30,23785,23807,23750,23756.15
2024-11-13T12:15:00+05:30,23750,23794.9,23703,23747.5
2024-11-13T13:15:00+05:30,23748,23803,23706.75,23736.9
2024-11-13T14:15:00+05:30,23737.5,23737.7,23605,23638.95
2024-11-13T15:15:00+05:30,23639.1,23708.9,23639.1,23690.1
2024-11-14T09:15:00+05:30,23649,23756.9,23600,23709.7
2024-11-14T10:15:00+05:30,23709.7,23710,23563.4,23574.5
2024-11-14T11:15:00+05:30,23574.95,23661,23570,23651.45
2024-11-14T12:15:00+05:30,23656.55,23656.65,23591.45,23625.1
2024-11-14T13:15:00+05:30,23629,23655,23592.5,23617
2024-11-14T14:15:00+05:30,23620,23624,23561.5,23607.9
2024-11-14T15:15:00+05:30,23608.95,23632.35,23596.25,23632.35
2024-11-18T09:15:00+05:30,23599.9,23619.9,23402.4,23506.1
2024-11-18T10:15:00+05:30,23509.55,23523.45,23390.05,23427
2024-11-18T11:15:00+05:30,23429.3,23547,23427.3,23535.55
2024-11-18T12:15:00+05:30,23540,23644.95,23520.6,23561.45
2024-11-18T13:15:00+05:30,23562.85,23569.45,23503,23539.85
2024-11-18T14:15:00+05:30,23543.75,23543.75,23458.85,23511.3
2024-11-18T15:15:00+05:30,23508.45,23540.55,23508,23517.9
2024-11-19T09:15:00+05:30,23600.2,23771,23567.15,23741.05
2024-11-19T10:15:00+05:30,23741,23815,23731.7,23792.2
2024-11-19T11:15:00+05:30,23795,23844,23785.45,23814.95
2024-11-19T12:15:00+05:30,23814.65,23830,23777.7,23821
2024-11-19T13:15:00+05:30,23822,23825,23743.05,23752.7
2024-11-19T14:15:00+05:30,23752.6,23779.9,23492,23506.8
2024-11-19T15:15:00+05:30,23501.65,23534,23485.1,23491
2024-11-21T09:15:00+05:30,23460.95,23507.15,23277,23329.7
2024-11-21T10:15:00+05:30,23328.7,23375.6,23324.7,23372.15
2024-11-21T11:15:00+05:30,23367.65,23404.7,23360.25,23377.4
2024-11-21T12:15:00+05:30,23382,23396,23336.05,23369
2024-11-21T13:15:00+05:30,23364.05,23390.4,23363,23364.35
2024-11-21T14:15:00+05:30,23364.35,23378,23323.8,23352
2024-11-21T15:15:00+05:30,23353.8,23368.35,23349,23349
2024-11-22T09:15:00+05:30,23424.75,23639.9,23381.2,23603.05
2024-11-22T10:15:00+05:30,23608.65,23624.75,23472,23544.65
2024-11-22T11:15:00+05:30,23546.9,23695,23515.65,23665
2024-11-22T12:15:00+05:30,23664,23746.9,23630,23722
2024-11-22T13:15:00+05:30,23724.95,23892.25,23681.5,23855
2024-11-22T14:15:00+05:30,23850.55,23959.7,23806.8,23905.15
2024-11-22T15:15:00+05:30,23905.15,23910,23836.05,23910
2024-11-25T09:15:00+05:30,24268,24340,24243,24269.3
2024-11-25T10:15:00+05:30,24268,24365,24265,24344.65
2024-11-25T11:15:00+05:30,24344.65,24365,24262.2,24317.3
2024-11-25T12:15:00+05:30,24312.85,24320,24120,24178.1
2024-11-25T13:15:00+05:30,24182.85,24236.6,24155.55,24206
2024-11-25T14:15:00+05:30,24206,24288,24180,24260.95
2024-11-25T15:15:00+05:30,24261.5,24301.7,24255.65,24300.6
2024-11-26T09:15:00+05:30,24349,24349,24209.6,24232.45
2024-11-26T10:15:00+05:30,24232.25,24240.15,24160,24202.15
2024-11-26T11:15:00+05:30,24204.45,24242.8,24180.8,24192.25
2024-11-26T12:15:00+05:30,24192.55,24206.95,24141.65,24172.5
2024-11-26T13:15:00+05:30,24172.8,24221.45,24132,24200.65
2024-11-26T14:15:00+05:30,24199.15,24274.9,24194,24226.35
2024-11-26T15:15:00+05:30,24228.35,24232,24203.25,24207
2024-11-27T09:15:00+05:30,24214.9,24246.45,24157,24215.05
2024-11-27T10:15:00+05:30,24209.55,24216,24172,24197
2024-11-27T11:15:00+05:30,24196,24244,24178,24213.9
2024-11-27T12:15:00+05:30,24213.9,24353.85,24213.9,24347.05
2024-11-27T13:15:00+05:30,24349,24380,24305.3,24309
2024-11-27T14:15:00+05:30,24309,24340.3,24287.65,24300
2024-11-27T15:15:00+05:30,24298.9,24315.6,24295,24310
2024-11-28T09:15:00+05:30,24324.95,24354,24253,24336.2
2024-11-28T10:15:00+05:30,24337.05,24343.4,24047.85,24080.55
2024-11-28T11:15:00+05:30,24080.55,24126,24023.15,24067.75
2024-11-28T12:15:00+05:30,24067.75,24095,23964.2,23975.65
2024-11-28T13:15:00+05:30,23975.65,24085.3,23837.95,23951.35
2024-11-28T14:15:00+05:30,23954.35,24018,23880,23902.05
2024-11-28T15:15:00+05:30,23901.7,23919.55,23900.75,23912.55
2024-11-29T09:15:00+05:30,24139.85,24247,24112,24145
2024-11-29T10:15:00+05:30,24135.5,24292.9,24129.95,24271.25
2024-11-29T11:15:00+05:30,24272.4,24295,24215.05,24265.3
2024-11-29T12:15:00+05:30,24268,24275,24230.05,24274.35
2024-11-29T13:15:00+05:30,24275,24335,24264,24265
2024-11-29T14:15:00+05:30,24265,24367.95,24251.8,24297.5
2024-11-29T15:15:00+05:30,24296,24314,24295.8,24312.95
2024-12-02T09:15:00+05:30,24300,24310.15,24168,24285
2024-12-02T10:15:00+05:30,24283.85,24350,24252.9,24294
2024-12-02T11:15:00+05:30,24294,24330,24277.75,24302.85
2024-12-02T12:15:00+05:30,24299.75,24359.7,24298,24323.9
2024-12-02T13:15:00+05:30,24323.9,24450,24297.85,24428.65
2024-12-02T14:15:00+05:30,24427.55,24474.9,24422.25,24431.65
2024-12-02T15:15:00+05:30,24430.25,24435.4,24408.45,24425
2024-12-03T09:15:00+05:30,24451.05,24495,24390,24444.4
2024-12-03T10:15:00+05:30,24448,24548.9,24445.9,24545
2024-12-03T11:15:00+05:30,24540,24564.85,24521.05,24535.5
2024-12-03T12:15:00+05:30,24535,24560,24502.25,24525.6
2024-12-03T13:15:00+05:30,24525.55,24589,24515.1,24575
2024-12-03T14:15:00+05:30,24574,24590,24550,24553.1
2024-12-03T15:15:00+05:30,24553.2,24557.85,24532.25,24534
2024-12-04T09:15:00+05:30,24549.85,24660,24522.05,24633
2024-12-04T10:15:00+05:30,24633.1,24640,24594.5,24618.7
2024-12-04T11:15:00+05:30,24615,24635,24440,24531
2024-12-04T12:15:00+05:30,24532,24576.35,24510,24562.05
2024-12-04T13:15:00+05:30,24562.05,24636.9,24542.1,24626.95
2024-12-04T14:15:00+05:30,24626.95,24628.95,24512.5,24562.9
2024-12-04T15:15:00+05:30,24563.45,24572.5,24558,24559
2024-12-05T09:15:00+05:30,24597,24615,24490,24494.2
2024-12-05T10:15:00+05:30,24490.6,24540.1,24396,24463
2024-12-05T11:15:00+05:30,24461,24695,24425,24686.65
2024-12-05T12:15:00+05:30,24684.4,24745,24660.9,24732
2024-12-05T13:15:00+05:30,24733,24848.65,24670,24827.15
2024-12-05T14:15:00+05:30,24821.9,24930,24636.8,24799.3
2024-12-05T15:15:00+05:30,24799.45,24809.65,24775,24779.35
2024-12-06T09:15:00+05:30,24760,24844.9,24700,24735.05
2024-12-06T10:15:00+05:30,24733.45,24843.25,24704,24793.4
2024-12-06T11:15:00+05:30,24792.45,24808.85,24743.1,24792.3
2024-12-06T12:15:00+05:30,24792.3,24825,24774.9,24819.9
2024-12-06T13:15:00+05:30,24820,24823.6,24774.15,24796
2024-12-06T14:15:00+05:30,24795,24807.7,24752.1,24790.05
2024-12-06T15:15:00+05:30,24792.2,24805,24775,24781.55
2024-12-09T09:15:00+05:30,24763.95,24776,24651.7,24657
2024-12-09T10:15:00+05:30,24659.75,24737.3,24652,24727.3
2024-12-09T11:15:00+05:30,24721.15,24780,24717.05,24746.85
2024-12-09T12:15:00+05:30,24745.2,24758.95,24700.9,24740.05
2024-12-09T13:15:00+05:30,24741,24752,24685.6,24696.85
2024-12-09T14:15:00+05:30,24697.3,24727.75,24680,24687
2024-12-09T15:15:00+05:30,24687,24710,24687,24698.6
2024-12-10T09:15:00+05:30,24709,24769,24680,24744
2024-12-10T10:15:00+05:30,24744.45,24756.15,24701,24734
2024-12-10T11:15:00+05:30,24736.4,24746.6,24706.2,24711
2024-12-10T12:15:00+05:30,24710,24711,24610,24637.05
2024-12-10T13:15:00+05:30,24637.05,24655,24595.25,24632.3
2024-12-10T14:15:00+05:30,24631.2,24694.95,24618,24681
2024-12-10T15:15:00+05:30,24681.15,24691.4,24671.65,24690.85
2024-12-11T09:15:00+05:30,24679.9,24732.9,24666.35,24713.65
2024-12-11T10:15:00+05:30,24710.95,24775,24685.1,24752.95
2024-12-11T11:15:00+05:30,24751.75,24798.8,24748.3,24767.4
2024-12-11T12:15:00+05:30,24767.4,24771.25,24721.5,24754
2024-12-11T13:15:00+05:30,24752.5,24765.55,24740,24748.6
2024-12-11T14:15:00+05:30,24748.7,24753.25,24708.75,24739.5
2024-12-11T15:15:00+05:30,24736,24740,24731.65,24738
2024-12-12T09:15:00+05:30,24721.95,24797.9,24700,24705
2024-12-12T10:15:00+05:30,24701.2,24716.5,24675,24694.6
2024-12-12T11:15:00+05:30,24694.7,24698.55,24633.65,24647
2024-12-12T12:15:00+05:30,24645,24664.15,24635,24645.1
2024-12-12T13:15:00+05:30,24645,24663.7,24628,24654.15
2024-12-12T14:15:00+05:30,24657.55,24668.3,24635.5,24647
2024-12-12T15:15:00+05:30,24652,24655,24646.5,24647
2024-12-13T09:15:00+05:30,24593.9,24598.95,24391,24403.25
2024-12-13T10:15:00+05:30,24403.05,24403.05,24231,24331.7
2024-12-13T11:15:00+05:30,24331.45,24653.9,24315.75,24614.4
2024-12-13T12:15:00+05:30,24615.5,24741,24560.2,24695
2024-12-13T13:15:00+05:30,24698.5,24809.9,24641.95,24781.25
2024-12-13T14:15:00+05:30,24777.5,24833.85,24760,24827.25
2024-12-13T15:15:00+05:30,24826.1,24869,24815.25,24860
2024-12-16T09:15:00+05:30,24800,24833,24740.75,24772
2024-12-16T10:15:00+05:30,24768.45,24774.6,24665.7,24686.75
2024-12-16T11:15:00+05:30,24683.3,24733.75,24660.15,24676.65
2024-12-16T12:15:00+05:30,24676,24739.95,24672.5,24733.9
2024-12-16T13:15:00+05:30,24730.05,24767.7,24701.15,24730.75
2024-12-16T14:15:00+05:30,24734,24775,24712.6,24733
2024-12-16T15:15:00+05:30,24734,24741,24718.35,24720.2
2024-12-17T09:15:00+05:30,24669.65,24695,24560,24581.9
2024-12-17T10:15:00+05:30,24576.05,24585,24451.3,24527.85
2024-12-17T11:15:00+05:30,24531.05,24548.9,24426.45,24449.4
2024-12-17T12:15:00+05:30,24449.4,24521.2,24430,24438.7
2024-12-17T13:15:00+05:30,24441,24470,24401.75,24413.9
2024-12-17T14:15:00+05:30,24415.3,24438.45,24380,24415
2024-12-17T15:15:00+05:30,24416,24426.05,24395.6,24401.95
2024-12-18T09:15:00+05:30,24369.85,24463.3,24305,24316
2024-12-18T10:15:00+05:30,24310,24377.7,24281.15,24291.25
2024-12-18T11:15:00+05:30,24296,24335,24270.35,24284.9
2024-12-18T12:15:00+05:30,24281,24310.7,24216.25,24275.25
2024-12-18T13:15:00+05:30,24279,24297,24240,24256
2024-12-18T14:15:00+05:30,24252.45,24273,24232.05,24247
2024-12-18T15:15:00+05:30,24248.4,24270.3,24247.25,24269.9
2024-12-19T09:15:00+05:30,24100,24100,23920.6,23983
2024-12-19T10:15:00+05:30,23981,24016.45,23969.65,23980
2024-12-19T11:15:00+05:30,23980.75,24049.05,23980.75,24032.45
2024-12-19T12:15:00+05:30,24034.9,24040.05,24007.15,24015.05
2024-12-19T13:15:00+05:30,24015,24030.05,23990.9,24011.05
2024-12-19T14:15:00+05:30,24013.9,24029.9,24002.15,24018.5
2024-12-19T15:15:00+05:30,24019,24025,24004,24021.5
2024-12-20T09:15:00+05:30,23994,24097.95,23825.15,23865.95
2024-12-20T10:15:00+05:30,23872.2,24028.45,23856.65,24000
2024-12-20T11:15:00+05:30,24000,24005.55,23925.65,23929
2024-12-20T12:15:00+05:30,23921.2,23921.2,23755,23765
2024-12-20T13:15:00+05:30,23765,23800,23700.45,23714.5
2024-12-20T14:15:00+05:30,23714.5,23752,23575,23575
2024-12-20T15:15:00+05:30,23580,23668,23577.4,23642.3
2024-12-23T09:15:00+05:30,23725.05,23836.7,23725,23796.1
2024-12-23T10:15:00+05:30,23800,23900,23768.5,23886.65
2024-12-23T11:15:00+05:30,23886,23901.8,23775.7,23800.05
2024-12-23T12:15:00+05:30,23796.45,23807.5,23681.95,23687.8
2024-12-23T13:15:00+05:30,23685.1,23730,23664.1,23715.1
2024-12-23T14:15:00+05:30,23716,23792.4,23710.5,23776.95
2024-12-23T15:15:00+05:30,23776.9,23780,23763.05,23768
2024-12-24T09:15:00+05:30,23765.95,23844.5,23716,23828.8
2024-12-24T10:15:00+05:30,23824.25,23879.85,23822.5,23849
2024-12-24T11:15:00+05:30,23849,23873,23804.05,23810
2024-12-24T12:15:00+05:30,23807.25,23844.95,23782.1,23806.95
2024-12-24T13:15:00+05:30,23806.9,23820,23745.55,23780.1
2024-12-24T14:15:00+05:30,23778.4,23780,23732.3,23763
2024-12-24T15:15:00+05:30,23764.85,23779.6,23762.8,23772.1
2024-12-26T09:15:00+05:30,23806.4,23869,23728,23747.45
2024-12-26T10:15:00+05:30,23747.45,23765.95,23690.25,23760.4
2024-12-26T11:15:00+05:30,23762.25,23769,23732.65,23739
2024-12-26T12:15:00+05:30,23734.3,23754.85,23733.3,23746.3
2024-12-26T13:15:00+05:30,23746.3,23760,23633.3,23742.55
2024-12-26T14:15:00+05:30,23742.55,23755.5,23737.7,23749.15
2024-12-26T15:15:00+05:30,23749.65,23750,23748.05,23748.75
2024-12-27T09:15:00+05:30,23940,24119,23925,24115
2024-12-27T10:15:00+05:30,24110.25,24127.95,24061,24089.7
2024-12-27T11:15:00+05:30,24088.9,24091.3,24020,24020
2024-12-27T12:15:00+05:30,24024.65,24048.6,24005,24035
2024-12-27T13:15:00+05:30,24035.4,24050.65,24018.15,24026
2024-12-27T14:15:00+05:30,24026,24033.75,23967.95,23984.1
2024-12-27T15:15:00+05:30,23981,24007.95,23980.55,24007.95
2024-12-30T09:15:00+05:30,23971.7,23980.9,23857.5,23930
2024-12-30T10:15:00+05:30,23930,24010,23910,23939
2024-12-30T11:15:00+05:30,23936.05,24079.7,23930,24035
2024-12-30T12:15:00+05:30,24035.05,24044.3,23910,23934.2
2024-12-30T13:15:00+05:30,23932,23943.95,23782,23788.65
2024-12-30T14:15:00+05:30,23785,23869,23771.5,23791.6
2024-12-30T15:15:00+05:30,23797.8,23841.5,23797.8,23828
2024-12-31T09:15:00+05:30,23700,23738.9,23602,23610
2024-12-31T10:15:00+05:30,23612.75,23775,23612.75,23772.15
2024-12-31T11:15:00+05:30,23773.3,23777,23710.4,23736
2024-12-31T12:15:00+05:30,23738.05,23784,23720,23737.3
2024-12-31T13:15:00+05:30,23738.15,23857.75,23728.3,23833
2024-12-31T14:15:00+05:30,23833.85,23837,23765,23815.55
2024-12-31T15:15:00+05:30,23813.3,23819.25,23798,23819.25
2025-01-01T09:15:00+05:30,23500,23800.1,23500,23779.3
2025-01-01T10:15:00+05:30,23779.3,23904.9,23762.55,23886.7
2025-01-01T11:15:00+05:30,23888.55,23921.5,23818.4,23862.95
2025-01-01T12:15:00+05:30,23862,23924.9,23846.05,23864.75
2025-01-01T13:15:00+05:30,23861.8,23964,23860,23925.65
2025-01-01T14:15:00+05:30,23927.5,23937.95,23875.4,23897.95
2025-01-01T15:15:00+05:30,23895,23916.75,23886.9,23914
2025-01-02T09:15:00+05:30,23911,23989.85,23863.1,23946.85
2025-01-02T10:15:00+05:30,23946,24069,23946,24053.45
2025-01-02T11:15:00+05:30,24054.7,24079,24021.1,24040
2025-01-02T12:15:00+05:30,24042.25,24190,24031,24178.25
2025-01-02T13:15:00+05:30,24183.05,24240,24174.1,24229.4
2025-01-02T14:15:00+05:30,24231.45,24314,24230.95,24284.95
2025-01-02T15:15:00+05:30,24280,24289.4,24268,24269.8
2025-01-03T09:15:00+05:30,24240,24268.95,24110,24115.25
2025-01-03T10:15:00+05:30,24121,24160.9,24090,24150.9
2025-01-03T11:15:00+05:30,24153.15,24239.9,24148.1,24212.1
2025-01-03T12:15:00+05:30,24211,24220,24140,24198.1
2025-01-03T13:15:00+05:30,24195,24210,24101,24114
2025-01-03T14:15:00+05:30,24115,24139.8,24076.25,24098.65
2025-01-03T15:15:00+05:30,24099.25,24118,24071.4,24083.75
2025-01-06T09:15:00+05:30,24145.1,24150,23981,24119.95
2025-01-06T10:15:00+05:30,24118.05,24147.95,23821,23845
2025-01-06T11:15:00+05:30,23844.95,23883.05,23708.35,23815
2025-01-06T12:15:00+05:30,23810.65,23864.6,23757.5,23795.45
2025-01-06T13:15:00+05:30,23798,23798,23695.1,23714.95
2025-01-06T14:15:00+05:30,23719,23757.15,23660,23689.9
2025-01-06T15:15:00+05:30,23692,23743.45,23689.95,23729.2
2025-01-07T09:15:00+05:30,23800.2,23890,23738.75,23853.2
2025-01-07T10:15:00+05:30,23865,23876.95,23805,23831.4
2025-01-07T11:15:00+05:30,23832.15,23879.95,23803,23813.6
2025-01-07T12:15:00+05:30,23814.65,23837.35,23794.25,23823
2025-01-07T13:15:00+05:30,23825,23864,23782.15,23821.65
2025-01-07T14:15:00+05:30,23818,23835,23783.45,23792.45
2025-01-07T15:15:00+05:30,23796.4,23798.85,23785.4,23785.45
2025-01-08T09:15:00+05:30,23800,23800,23705.05,23754.2
2025-01-08T10:15:00+05:30,23758.6,23772.95,23634.85,23661
2025-01-08T11:15:00+05:30,23654.4,23695,23612.45,23615
2025-01-08T12:15:00+05:30,23615.05,23646,23593.3,23631.15
2025-01-08T13:15:00+05:30,23631.9,23813,23616,23800.3
2025-01-08T14:15:00+05:30,23798,23839,23760.1,23804
2025-01-08T15:15:00+05:30,23799,23804,23775.2,23779.9
2025-01-09T09:15:00+05:30,23759,23759,23677.3,23724
2025-01-09T10:15:00+05:30,23725,23744.95,23630,23655
2025-01-09T11:15:00+05:30,23657.75,23669.75,23636,23660.9
2025-01-09T12:15:00+05:30,23664.85,23717.35,23621.1,23645.75
2025-01-09T13:15:00+05:30,23642,23658.75,23621,23646.3
2025-01-09T14:15:00+05:30,23646.4,23656,23612.9,23645.5
2025-01-09T15:15:00+05:30,23647.1,23670.45,23643,23666.05
2025-01-10T09:15:00+05:30,23625.05,23660,23430,23474.7
2025-01-10T10:15:00+05:30,23475.9,23641,23461,23641
2025-01-10T11:15:00+05:30,23644,23684.9,23550,23598
2025-01-10T12:15:00+05:30,23596.4,23646,23571.65,23591.45
2025-01-10T13:15:00+05:30,23589,23611.9,23511.1,23512
2025-01-10T14:15:00+05:30,23511,23521.3,23464,23485.7
2025-01-10T15:15:00+05:30,23489.7,23524,23488.7,23518.95
2025-01-13T09:15:00+05:30,23400,23400,23250,23326.95
2025-01-13T10:15:00+05:30,23344.75,23408.3,23320,23334.25
2025-01-13T11:15:00+05:30,23328.4,23353.8,23263.9,23272.25
2025-01-13T12:15:00+05:30,23272.25,23299,23215,23228.4
2025-01-13T13:15:00+05:30,23231,23250,23155,23176
2025-01-13T14:15:00+05:30,23170,23190.3,23112.1,23157.3
2025-01-13T15:15:00+05:30,23158.85,23179,23157.3,23169.9
2025-01-14T09:15:00+05:30,23248,23288.05,23206.05,23227.8
2025-01-14T10:15:00+05:30,23227,23339,23198.45,23335.85
2025-01-14T11:15:00+05:30,23337.9,23338,23240.1,23256.25
2025-01-14T12:15:00+05:30,23256,23279.9,23225,23251.15
2025-01-14T13:15:00+05:30,23253.6,23267.55,23220,23262.8
2025-01-14T14:15:00+05:30,23262,23292.75,23245.05,23270.35
2025-01-14T15:15:00+05:30,23274.6,23294.9,23264.2,23279.9
2025-01-15T09:15:00+05:30,23302.05,23325,23214.05,23268
2025-01-15T10:15:00+05:30,23268.6,23345,23260.45,23305.1
2025-01-15T11:15:00+05:30,23304.6,23314.85,23258.2,23283
2025-01-15T12:15:00+05:30,23280,23312.3,23266.4,23272
2025-01-15T13:15:00+05:30,23268,23269,23201,23222
2025-01-15T14:15:00+05:30,23222,23272.75,23211.95,23266.15
2025-01-15T15:15:00+05:30,23266.45,23275.75,23252.5,23275.5
2025-01-16T09:15:00+05:30,23406,23419.4,23356,23372
2025-01-16T10:15:00+05:30,23372.9,23390.85,23346.15,23366
2025-01-16T11:15:00+05:30,23363,23385.25,23353.5,23375
2025-01-16T12:15:00+05:30,23375,23410,23365.9,23392.95
2025-01-16T13:15:00+05:30,23392.95,23423.9,23389,23412.9
2025-01-16T14:15:00+05:30,23410,23411,23353,23361.2
2025-01-16T15:15:00+05:30,23361,23414,23360.7,23410.25
2025-01-17T09:15:00+05:30,23344.9,23353.8,23236.6,23271
2025-01-17T10:15:00+05:30,23271.4,23330,23150.1,23183.95
2025-01-17T11:15:00+05:30,23184,23290,23180.05,23273.85
2025-01-17T12:15:00+05:30,23274,23342.25,23257,23263.95
2025-01-17T13:15:00+05:30,23263.95,23270.15,23211.3,23252
2025-01-17T14:15:00+05:30,23255,23308.9,23246.5,23258.7
2025-01-17T15:15:00+05:30,23263,23275,23259.45,23265.6
2025-01-20T09:15:00+05:30,23339.95,23340,23220,23275
2025-01-20T10:15:00+05:30,23275.05,23332.2,23275,23320
2025-01-20T11:15:00+05:30,23320,23427.2,23316.75,23399.65
2025-01-20T12:15:00+05:30,23399.6,23424,23380,23411.6
2025-01-20T13:15:00+05:30,23407.4,23449,23380.95,23415.35
2025-01-20T14:15:00+05:30,23415.35,23427.5,23386.45,23408.9
2025-01-20T15:15:00+05:30,23408.35,23410,23385,23387.4
2025-01-21T09:15:00+05:30,23424.95,23460.65,23290,23304.1
2025-01-21T10:15:00+05:30,23301.3,23304.95,23172.7,23204.95
2025-01-21T11:15:00+05:30,23202.65,23435,23182.75,23321.85
2025-01-21T12:15:00+05:30,23320.1,23324,23174.2,23294.05
2025-01-21T13:15:00+05:30,23294.8,23320,23160.6,23240
2025-01-21T14:15:00+05:30,23242.3,23255,23051.65,23100
2025-01-21T15:15:00+05:30,23102.45,23117.75,23099.65,23109.45
2025-01-22T09:15:00+05:30,23164,23175,23090.5,23154
2025-01-22T10:15:00+05:30,23155.75,23182.4,23102.35,23110
2025-01-22T11:15:00+05:30,23105.2,23125.85,23050.1,23067.95
2025-01-22T12:15:00+05:30,23067.95,23093,23029.3,23090.65
2025-01-22T13:15:00+05:30,23091.45,23120.5,23020,23104.1
2025-01-22T14:15:00+05:30,23105,23219.9,23092.2,23208.35
2025-01-22T15:15:00+05:30,23210,23213.3,23192.2,23198
2025-01-23T09:15:00+05:30,23150,23288.15,23126.9,23270.8
2025-01-23T10:15:00+05:30,23271.15,23298.1,23252.1,23271
2025-01-23T11:15:00+05:30,23270.05,23279.45,23241.65,23270
2025-01-23T12:15:00+05:30,23270.7,23319.85,23260.1,23292.65
2025-01-23T13:15:00+05:30,23291.1,23306.1,23275.15,23290.3
2025-01-23T14:15:00+05:30,23287,23292.95,23255.15,23259.45
2025-01-23T15:15:00+05:30,23259.95,23269.95,23257.8,23267
2025-01-24T09:15:00+05:30,23275.1,23321,23139,23176
2025-01-24T10:15:00+05:30,23181.45,23330.75,23113.6,23312.65
2025-01-24T11:15:00+05:30,23316.9,23375,23285,23335.35
2025-01-24T12:15:00+05:30,23335.35,23352,23176.7,23233
2025-01-24T13:15:00+05:30,23231.4,23239,23155,23157.05
2025-01-24T14:15:00+05:30,23157,23179,23071.45,23097.95
2025-01-24T15:15:00+05:30,23100,23135.2,23100,23114
2025-01-27T09:15:00+05:30,22972,23028.9,22912.2,22973.05
2025-01-27T10:15:00+05:30,22972.25,22974.2,22831.2,22866.6
2025-01-27T11:15:00+05:30,22866.2,22967.2,22866,22885.55
2025-01-27T12:15:00+05:30,22890,22954.4,22846.25,22888.25
2025-01-27T13:15:00+05:30,22891.25,22897,22824.65,22840.8
2025-01-27T14:15:00+05:30,22841.3,22866.35,22809,22858
2025-01-27T15:15:00+05:30,22857,22859.95,22831.1,22831.9
2025-01-28T09:15:00+05:30,22948,22974,22871,22899.9
2025-01-28T10:15:00+05:30,22902.5,23008.25,22876,22973.3
2025-01-28T11:15:00+05:30,22974.4,23060,22960.1,23046.65
2025-01-28T12:15:00+05:30,23048.3,23085.15,23020.25,23080.7
2025-01-28T13:15:00+05:30,23079.4,23088,23041,23061.25
2025-01-28T14:15:00+05:30,23060,23158.45,22934.75,22997
2025-01-28T15:15:00+05:30,22992,22999.7,22976.6,22982.85
2025-01-29T09:15:00+05:30,23034,23115,23005.1,23077.6
2025-01-29T10:15:00+05:30,23075.05,23145,23070.15,23091.4
2025-01-29T11:15:00+05:30,23089.9,23142.6,22963.7,23118.2
2025-01-29T12:15:00+05:30,23115.45,23185.5,23077.1,23115
2025-01-29T13:15:00+05:30,23116.85,23179.95,23111.35,23169.95
2025-01-29T14:15:00+05:30,23174.75,23180,23105.65,23141.5
2025-01-29T15:15:00+05:30,23141.4,23177,23130.25,23177
2025-01-30T09:15:00+05:30,23150,23299,23127.15,23260.05
2025-01-30T10:15:00+05:30,23258.25,23310,23220,23280.65
2025-01-30T11:15:00+05:30,23280,23294.5,23212.6,23245
2025-01-30T12:15:00+05:30,23241,23289,23216.1,23261.6
