time,open,high,low,close,Volume
2019-02-21,33780,33799,33449,33449,17814
2019-02-22,33448,33560,33330,33517,11301
2019-02-25,33511,33539,33280,33300,8688
2019-02-26,33450,33598,33334,33367,9872
2019-02-27,33461,33617,33242,33286,11288
2019-02-28,33320,33385,32970,32981,13485
2019-03-01,32950,33007,32600,32640,14519
2019-03-04,32550,32550,32255,32370,6960
2019-03-05,32409,32428,32070,32083,12144
2019-03-06,32170,32298,31871,31948,15548
2019-03-07,31931,31965,31777,31934,14021
2019-03-08,31970,32227,31940,32167,12382
2019-03-11,32124,32154,31875,31896,11061
2019-03-12,31984,32043,31870,32000,10237
2019-03-13,32050,32319,32050,32207,12520
2019-03-14,32153,32192,31781,31808,13347
2019-03-15,31886,31940,31742,31826,10693
2019-03-18,31750,31750,31553,31652,10408
2019-03-19,31725,32006,31657,31960,11508
2019-03-20,31907,31939,31665,31697,12296
2019-03-21,31911,32038,31767,31819,6072
2019-03-22,31852,32165,31620,32140,14788
2019-03-25,32150,32246,32072,32224,9842
2019-03-26,32180,32204,32015,32104,10437
2019-03-27,32150,32180,31986,32016,13051
2019-03-28,32000,32038,31576,31607,13209
2019-03-29,31588,31819,31500,31734,8683
2019-04-01,31695,31710,31510,31526,1125
2019-04-02,31830,31840,31684,31756,8909
2019-04-03,31767,31767,31557,31568,10022
2019-04-04,31615,31863,31575,31768,11347
2019-04-05,31751,31894,31708,31873,9239
2019-04-08,31900,32287,31900,32186,9515
2019-04-09,32225,32274,32121,32201,9913
2019-04-10,32161,32293,32086,32281,10137
2019-04-11,32232,32232,31734,31750,13289
2019-04-12,31838,31980,31805,31862,9291
2019-04-15,31800,31874,31680,31856,8110
2019-04-16,31800,31865,31523,31548,12396
2019-04-17,31648,31648,31453,31480,4868
2019-04-18,31450,31616,31403,31463,10013
2019-04-22,31550,31780,31550,31596,8653
2019-04-23,31606,31640,31450,31562,10926
2019-04-24,31500,31838,31499,31818,9214
2019-04-25,31786,32025,31704,31911,10579
2019-04-26,31980,31996,31758,31939,10407
2019-04-30,31909,31909,31706,31756,11055
2019-05-01,31713,31764,31655,31740,5399
2019-05-02,31681,31681,31250,31345,12943
2019-05-03,31331,31475,31240,31447,10871
2019-05-06,31500,31650,31471,31563,10052
2019-05-07,31585,31745,31517,31729,9364
2019-05-08,31750,31925,31660,31685,11155
2019-05-09,31713,32050,31708,31916,13547
2019-05-10,31906,32003,31782,31904,10516
2019-05-13,31987,32538,31862,32498,16390
2019-05-14,32450,32454,32231,32241,11397
2019-05-15,32320,32419,32150,32259,11674
2019-05-16,32162,32309,31911,31976,12030
2019-05-17,31981,32021,31755,31791,12109
2019-05-20,31679,31679,31376,31537,11136
2019-05-21,31480,31524,31376,31416,9619
2019-05-22,31440,31538,31391,31422,7561
2019-05-23,31347,31735,31232,31667,10284
2019-05-24,31646,31680,31483,31530,7193
2019-05-27,31555,31695,31555,31613,7066
2019-05-28,31621,31693,31485,31540,9240
2019-05-29,31634,31845,31622,31733,10125
2019-05-30,31560,31884,31534,31809,9552
2019-05-31,31997,32294,31969,32266,8115
2019-06-03,32348,32505,32257,32478,11625
2019-06-04,32435,32648,32373,32586,10807
2019-06-05,32650,32956,32640,32680,9242
2019-06-06,32688,32834,32688,32800,8061
2019-06-07,32721,33040,32672,32936,13808
2019-06-10,32850,32850,32630,32660,7917
2019-06-11,32692,32705,32486,32632,9397
2019-06-12,32674,32848,32674,32745,10412
2019-06-13,32758,32980,32726,32959,11155
2019-06-14,32980,33344,32980,33045,16795
2019-06-17,33059,33140,32886,33021,12252
2019-06-18,33045,33258,32915,33024,18143
2019-06-19,32985,33115,32971,33079,11191
2019-06-20,33340,34068,33340,34026,22729
2019-06-21,34070,34468,33900,34167,22917
2019-06-24,34290,34475,34254,34441,14782
2019-06-25,34490,34893,34396,34556,26634
2019-06-26,34465,34465,34176,34387,18943
2019-06-27,34333,34333,34030,34175,12757
2019-06-28,34484,34484,34152,34206,15196
2019-07-01,34138,34138,33620,33643,18746
2019-07-02,33691,34070,33691,34042,13967
2019-07-03,34280,34499,34188,34246,18300
2019-07-04,34300,34315,34125,34217,12106
2019-07-05,34250,35100,34205,34583,42521
2019-07-08,34550,34828,34510,34579,15269
2019-07-09,34525,34626,34340,34582,17009
2019-07-10,34532,34885,34370,34839,20294
2019-07-11,34939,35145,34675,34701,20842
2019-07-12,34742,34950,34708,34905,16230
2019-07-15,34897,34969,34768,34882,13909
2019-07-16,34883,34946,34710,34812,20539
2019-07-17,34787,35139,34682,35090,17495
2019-07-18,35050,35191,34880,35156,17458
2019-07-19,35321,35409,35000,35036,17760
2019-07-22,35109,35206,35050,35132,8958
2019-07-23,35000,35150,34886,35021,12592
2019-07-24,35049,35094,34925,35027,10475
2019-07-25,35000,35117,34780,34817,13432
2019-07-26,34819,34976,34723,34773,10050
2019-07-29,34750,34830,34670,34709,9328
2019-07-30,34704,34773,34291,34529,15641
2019-07-31,35365,35523,35320,35419,11887
2019-08-01,35250,35911,35025,35633,17542
2019-08-02,35790,36327,35729,36271,19422
2019-08-05,36650,37437,36630,37345,23151
2019-08-06,37327,37530,36921,37497,17110
2019-08-07,37830,38488,37613,38218,25090
2019-08-08,37994,38090,37624,37757,15113
2019-08-09,37976,38148,37815,37992,13013
2019-08-12,38257,38349,38152,38241,5250
2019-08-13,38449,38666,37344,37775,23670
2019-08-14,37788,38340,37693,38163,18587
2019-08-16,38143,38220,37705,37938,14758
2019-08-19,37737,37888,37605,37823,15663
2019-08-20,37750,38077,37678,38004,15154
2019-08-21,37903,38041,37814,37993,12255
2019-08-22,37950,38220,37916,38165,14091
2019-08-23,38052,38821,37960,38765,19262
2019-08-26,39134,39340,38800,38828,19715
2019-08-27,38797,39084,38713,39044,16109
2019-08-28,38947,39290,38861,39165,15767
2019-08-29,39180,39425,38675,38803,19968
2019-08-30,38650,38948,38611,38656,15836
2019-09-02,38859,39119,38846,39087,5783
2019-09-03,38915,39740,38898,39680,20764
2019-09-04,39651,39885,39358,39823,18670
2019-09-05,39582,39628,38514,38894,22365
2019-09-06,38800,38978,38376,38553,22365
2019-09-09,38553,38697,38272,38472,17760
2019-09-10,38355,38495,38205,38253,10771
2019-09-11,38207,38259,37930,37974,19746
2019-09-12,37898,38228,37662,37750,22439
2019-09-13,37728,37892,37449,37524,15761
2019-09-16,37774,38215,37774,38180,14948
2019-09-17,38050,38179,37861,38016,14942
2019-09-18,37946,37965,37734,37849,13055
2019-09-19,37756,37787,37532,37686,13394
2019-09-20,37714,37750,37438,37697,12820
2019-09-23,37800,37974,37731,37924,12085
2019-09-24,37825,38190,37770,38108,14288
2019-09-25,38072,38194,37485,37602,15538
2019-09-26,37688,37849,37452,37794,15443
2019-09-27,37753,37836,37310,37750,15488
2019-09-30,37895,38028,37280,37323,12906
2019-10-01,37321,38025,37206,37892,16560
2019-10-03,38185,38650,38160,38403,18503
2019-10-04,38429,38618,38120,38333,15143
2019-10-07,38410,38470,38037,38123,11490
2019-10-08,38320,38599,38225,38383,6951
2019-10-09,38451,38574,38272,38497,12083
2019-10-10,38526,38545,38077,38159,14449
2019-10-11,38002,38350,37691,37845,17308
2019-10-14,37894,38280,37771,38226,14542
2019-10-15,38235,38425,37972,38036,16351
2019-10-16,38137,38240,37937,38219,17581
2019-10-17,38181,38233,37972,38196,14507
2019-10-18,38142,38194,37965,38089,12562
2019-10-22,37883,37950,37822,37881,11325
2019-10-23,37944,38099,37944,38003,10709
2019-10-24,38036,38372,37990,38352,12855
2019-10-25,38332,38618,38215,38293,15964
2019-10-28,38283,38283,37895,37922,6366
2019-10-29,37939,38045,37801,37916,10848
2019-10-30,37920,38129,37894,38088,10367
2019-10-31,38105,38603,38037,38578,15131
2019-11-01,38500,38546,38265,38310,11747
2019-11-04,38391,38510,38331,38472,8951
2019-11-05,38369,38396,37851,37881,16012
2019-11-06,37906,38286,37906,38247,12139
2019-11-07,38245,38245,37520,37575,18899
2019-11-08,37747,37869,37477,37687,15028
2019-11-11,37687,37848,37510,37680,11489
2019-11-12,37680,37793,37522,37720,7605
2019-11-13,37787,38148,37781,38097,14244
2019-11-14,38060,38318,38059,38266,13317
2019-11-15,38236,38236,37921,37994,10429
2019-11-18,37918,38247,37791,38229,14475
2019-11-19,38230,38230,37920,38205,13863
2019-11-20,38220,38330,38001,38155,14617
2019-11-21,38155,38193,37920,37953,11850
2019-11-22,37929,38135,37871,37895,12408
2019-11-25,37935,37935,37705,37723,11457
2019-11-26,37696,37777,37520,37718,12280
2019-11-27,37690,37690,37482,37525,11042
2019-11-28,37573,37748,37540,37723,8528
2019-11-29,37782,38114,37693,38031,5658
2019-12-02,37928,37984,37770,37949,11428
2019-12-03,37881,38392,37825,38327,15808
2019-12-04,38330,38467,38031,38094,14249
2019-12-05,38149,38237,37952,38085,10471
2019-12-06,38011,38119,37655,37699,12241
2019-12-09,37679,37698,37563,37583,7352
2019-12-10,37677,37700,37534,37571,10369
2019-12-11,37580,37738,37520,37699,9226
2019-12-12,37770,38068,37470,37544,19751
2019-12-13,37466,37840,37466,37773,16515
2019-12-16,37725,37967,37725,37871,11170
2019-12-17,37869,37980,37845,37940,10381
2019-12-18,37959,37995,37802,37912,10138
2019-12-19,37959,38130,37860,38109,10523
2019-12-20,38040,38120,37951,37991,9196
2019-12-23,38040,38287,38040,38257,9441
2019-12-24,38330,38667,38292,38639,10745
2019-12-26,38635,38948,38635,38882,14260
2019-12-27,38930,39095,38787,39080,11852
2019-12-30,39067,39090,38904,38971,10607
2019-12-31,39053,39270,39011,39108,11476
2020-01-01,39108,39113,38957,39067,2811
2020-01-02,39051,39400,39041,39277,14129
2020-01-03,39500,40143,39500,40112,20359
2020-01-06,40250,41096,40250,40472,21494
2020-01-07,40350,40693,40203,40663,16488
2020-01-08,40946,41293,39922,40110,29937
2020-01-09,40036,40144,39610,39830,18786
2020-01-10,39718,39913,39568,39871,15612
2020-01-13,39722,39801,39523,39546,13476
2020-01-14,39500,39530,39262,39447,12155
2020-01-15,39646,39708,39477,39611,10788
2020-01-16,39655,39775,39588,39686,9417
2020-01-17,39730,39983,39702,39946,10632
2020-01-20,39900,40000,39880,39947,7123
2020-01-21,40090,40176,39675,39911,14864
2020-01-22,39817,39974,39752,39913,9304
2020-01-23,39904,40311,39836,40283,12420
2020-01-24,40214,40440,39951,40352,14736
2020-01-27,40500,40810,40480,40585,13926
2020-01-28,40562,40608,40156,40242,13192
2020-01-29,40111,40458,40066,40350,12110
2020-01-30,40486,41068,40472,40975,5908
2020-01-31,40881,41185,40639,41052,13510
2020-02-03,41079,41140,40582,40744,13170
2020-02-04,40651,40689,39927,39975,14566
2020-02-05,40108,40298,39900,40200,13486
2020-02-06,40081,40421,40030,40351,11315
2020-02-07,40393,40724,40302,40644,13029
2020-02-10,40566,40715,40514,40679,8335
2020-02-11,40566,40577,40300,40410,11523
2020-02-12,40431,40549,40306,40484,9977
2020-02-13,40551,40700,40513,40656,9873
2020-02-14,40601,41010,40573,40979,10117
2020-02-17,40889,40925,40720,40756,6982
2020-02-18,40900,41480,40900,41420,14832
2020-02-19,41408,41619,41350,41586,13647
2020-02-20,41651,42158,41500,42039,19361
2020-02-21,42210,42790,42210,42666,13350
2020-02-24,42932,43788,42932,43580,25487
2020-02-25,43176,43176,42371,42788,26431
2020-02-26,42536,42854,42100,42504,19747
2020-02-27,42640,42976,42322,42385,20941
2020-02-28,42670,42747,41275,41397,34985
2020-03-02,41738,42343,41646,41956,22688
2020-03-03,41927,43517,41873,43474,26800
2020-03-04,43357,43778,43293,43569,20038
2020-03-05,43504,44503,43243,44458,22496
2020-03-06,44574,44961,43432,44158,35385
2020-03-09,44575,44772,43851,44353,21977
2020-03-10,43836,43941,43530,43740,9599
2020-03-11,43744,43875,43275,43355,14840
2020-03-12,43302,43637,41567,42206,28695
2020-03-13,41750,42070,40055,40348,25321
2020-03-16,40982,41199,38400,39518,37152
2020-03-17,39489,40934,38650,40244,24015
2020-03-18,40127,40447,39318,39723,22185
2020-03-19,39307,40099,39052,39831,14770
2020-03-20,39900,40948,39838,40358,15280
2020-03-23,40721,41310,39765,41163,13219
2020-03-24,42184,42184,39929,41379,12735
2020-03-25,41379,42785,40811,42217,7591
2020-03-26,42001,44535,41430,43542,7069
2020-03-27,43646,43716,42960,43545,5577
2020-03-30,43314,43484,43003,43381,3061
2020-03-31,43135,43465,42835,42956,3411
2020-04-01,42700,43350,42622,43240,4057
2020-04-03,43500,43870,43500,43722,4050
2020-04-07,44000,45724,44000,45081,5488
2020-04-08,44777,45036,44686,44941,3156
2020-04-09,44838,45327,44838,45294,3268
2020-04-13,45800,46385,45622,46286,4863
2020-04-15,46445,46785,46060,46710,6984
2020-04-16,46600,47327,46526,47258,4889
2020-04-17,46700,46700,45614,45735,8040
2020-04-20,45465,45795,45310,45714,6654
2020-04-21,45825,46289,45050,45325,8993
2020-04-22,45768,46245,45560,46167,7766
2020-04-23,46280,46733,46166,46427,9878
2020-04-24,46322,46900,46110,46527,10862
2020-04-27,46511,46650,46125,46191,9198
2020-04-28,46000,46133,45576,46066,10138
2020-04-29,45925,46177,45460,45546,10499
2020-04-30,45801,45940,44740,44906,11958
2020-05-01,45008,45600,44750,45527,7401
2020-05-04,45565,45978,45461,45807,8798
2020-05-05,45527,45784,45311,45751,8779
2020-05-06,45641,45848,45320,45371,9541
2020-05-07,45430,46209,45340,46161,9318
2020-05-08,46377,46377,45755,45812,11227
2020-05-11,45801,45960,45590,45781,9790
2020-05-12,45878,45970,45544,45625,10994
2020-05-13,45613,46090,45501,45981,11104
2020-05-14,46062,46795,46062,46654,13054
2020-05-15,46711,47462,46641,47381,12365
2020-05-18,47659,47980,46559,46655,16310
2020-05-19,46802,47181,46481,47050,12209
2020-05-20,47181,47354,46800,47131,10944
2020-05-21,47050,47050,46241,46388,10898
2020-05-22,46466,47130,46464,47056,11295
2020-05-25,46808,47050,46650,46973,4157
2020-05-26,47049,47150,46257,46322,13656
2020-05-27,46307,46570,45775,46531,13868
2020-05-28,46444,46860,46288,46405,10591
2020-05-29,46523,46868,46394,46654,7904
2020-06-01,46571,47300,46520,47083,411
2020-06-02,47197,47200,46441,46558,9639
2020-06-03,46468,46718,45673,46008,12489
2020-06-04,46028,46750,45953,46696,14136
2020-06-05,46401,46557,45421,45698,16250
2020-06-08,45793,46160,45748,46101,10220
2020-06-09,46075,46737,45950,46594,13275
2020-06-10,46602,46949,46554,46626,9875
2020-06-11,46750,47680,46750,47414,16911
2020-06-12,47150,47550,47065,47334,11826
2020-06-15,47199,47246,46546,47026,12924
2020-06-16,47180,47650,46960,47567,14471
2020-06-17,47450,47483,46967,47338,11891
2020-06-18,47301,47619,47110,47355,12937
2020-06-19,47399,47980,47328,47937,11456
2020-06-22,48000,48289,47792,47944,12350
2020-06-23,47864,48272,47731,48232,13901
2020-06-24,48333,48589,48035,48134,17250
2020-06-25,48114,48173,47823,47941,12368
2020-06-26,47902,48348,47700,48305,16166
2020-06-29,48365,48462,48150,48244,10048
2020-06-30,48270,48825,48180,48762,14230
2020-07-01,48814,48982,48051,48267,17218
2020-07-02,48174,48273,47606,48158,16476
2020-07-03,48053,48190,47950,48046,8760
2020-07-06,47970,48285,47775,48225,14508
2020-07-07,48210,48825,48101,48800,15356
2020-07-08,48704,49348,48642,49159,14922
2020-07-09,49139,49312,48756,48878,15857
2020-07-10,48919,49230,48710,48863,13601
2020-07-13,49046,49265,48915,49148,11663
2020-07-14,49050,49291,48770,49259,13403
2020-07-15,49228,49270,48914,49159,12498
2020-07-16,49104,49245,48727,48773,10922
2020-07-17,48796,49025,48713,48967,10246
2020-07-20,48910,49175,48858,49027,9863
2020-07-21,49078,49579,49036,49527,12607
2020-07-22,49931,50199,49630,50078,18005
2020-07-23,50191,50936,50125,50700,16866
2020-07-24,50809,51184,50570,51035,12222
2020-07-27,51749,52220,51657,52101,13398
2020-07-28,52186,52698,51277,52591,19551
2020-07-29,52550,53399,52364,53187,13369
2020-07-30,53390,53429,52700,53138,3115
2020-07-31,53000,53700,53000,53445,15099
2020-08-03,53564,53845,53429,53717,10939
2020-08-04,53765,54612,53555,54551,15301
2020-08-05,54777,55597,54634,55098,16425
2020-08-06,55265,56079,55241,55845,16223
2020-08-07,55965,56191,54690,54789,18313
2020-08-10,55049,55449,54861,54946,10970
2020-08-11,54750,54750,51712,51929,27980
2020-08-12,51650,52598,49955,52254,27251
2020-08-13,52365,53038,51802,52930,14841
2020-08-14,52675,52797,51840,52227,14512
2020-08-17,52151,53443,52113,53275,12895
2020-08-18,53415,53999,51800,53571,19276
2020-08-19,53450,53493,52302,52622,14796
2020-08-20,52550,52550,51721,52151,15613
2020-08-21,52160,52409,51239,52016,16218
2020-08-24,51860,52232,51160,51269,13925
2020-08-25,51350,51533,50820,50924,12492
2020-08-26,51165,51876,50551,51779,16329
2020-08-27,51601,52160,50533,50902,21222
2020-08-28,50890,51750,50890,51448,16279
2020-08-31,51540,51875,51460,51701,13260
2020-09-01,52000,52100,51303,51502,11763
2020-09-02,51449,51555,50696,50821,14492
2020-09-03,50964,51068,50500,50742,14339
2020-09-04,50865,51082,50362,50678,13107
2020-09-07,50801,51200,50680,51065,6721
2020-09-08,50800,51406,50629,51353,14834
2020-09-09,51165,51480,50872,51402,12113
2020-09-10,51430,51851,51242,51774,10823
2020-09-11,51431,51684,51224,51319,9559
2020-09-14,51599,51847,51334,51687,10654
2020-09-15,51850,52182,51561,51769,12375
2020-09-16,51839,52127,51750,51824,11398
2020-09-17,51710,51710,51181,51453,12780
2020-09-18,51559,51849,51453,51715,10017
2020-09-21,51650,51650,49815,50471,19072
2020-09-22,50560,50686,50129,50381,12782
2020-09-23,50380,50380,49444,49508,17932
2020-09-24,49400,50050,49248,49904,15555
2020-09-25,49826,49900,49380,49659,10618
2020-09-28,49474,50197,49315,50133,5678
2020-09-29,50162,50690,50074,50652,11072
2020-09-30,50450,50600,50105,50334,11815
2020-10-01,50330,50645,50120,50570,9897
2020-10-05,50230,50719,50030,50626,11035
2020-10-06,50468,50982,50445,50526,11176
2020-10-07,50270,50361,49880,50048,12467
2020-10-08,49972,50399,49924,50175,10969
2020-10-09,50300,50970,50300,50817,11952
2020-10-12,50940,51184,50830,51107,8535
2020-10-13,50870,51078,50110,50245,14099
2020-10-14,50369,50740,50270,50542,10790
2020-10-15,50314,50749,50280,50712,12140
2020-10-16,50586,50813,50452,50547,8886
2020-10-19,50552,50940,50437,50687,9820
2020-10-20,50600,50940,50491,50910,11143
2020-10-21,50950,51454,50915,51333,13374
2020-10-22,51199,51199,50535,50766,11850
2020-10-23,50865,51040,50643,50839,10617
2020-10-26,50690,51125,50552,50930,11399
2020-10-27,51065,51114,50704,50961,11064
2020-10-28,51065,51065,50230,50495,14730
2020-10-29,50446,50617,50070,50282,13327
2020-10-30,50465,50870,50353,50699,10538
2020-11-02,50777,51099,50612,51067,9513
2020-11-03,50950,51630,50789,51598,10881
2020-11-04,51320,51465,50773,50820,14819
2020-11-05,51231,52176,51161,52055,13982
2020-11-06,51912,52450,51711,52167,14872
2020-11-09,52270,52520,49500,49748,26541
2020-11-10,49931,50664,49931,50501,14409
2020-11-11,50444,50525,49944,50169,12491
2020-11-12,50315,50790,50217,50600,11188
2020-11-13,50665,51139,50609,50922,9401
2020-11-14,51015,51080,50862,50986,995
2020-11-16,50931,51015,50150,50830,7829
2020-11-17,50800,51029,50703,50766,10092
2020-11-18,50600,50646,50053,50325,12958
2020-11-19,50200,50200,49720,49992,12671
2020-11-20,50041,50435,49857,50212,10727
2020-11-23,50234,50350,49291,49480,15166
2020-11-24,49262,49262,48514,48585,16733
2020-11-25,48497,48885,48390,48513,12332
2020-11-26,48524,48800,48425,48517,7892
2020-11-27,48508,48647,47800,48125,10101
2020-11-30,47680,47966,47550,47792,456
2020-12-01,48097,48640,47771,48567,11299
2020-12-02,48459,49112,48354,48947,11330
2020-12-03,49147,49490,48924,49302,11403
2020-12-04,49415,49473,49029,49172,10838
2020-12-07,49231,50060,48874,49946,10413
2020-12-08,50065,50175,49711,50109,8379
2020-12-09,49850,49886,49140,49260,12537
2020-12-10,49165,49500,48935,49077,9557
2020-12-11,49150,49438,48875,49324,9682
2020-12-14,49101,49133,48602,48939,9953
2020-12-15,49035,49589,49007,49443,9974
2020-12-16,49510,49850,49452,49597,11576
2020-12-17,49720,50642,49720,50390,12905
2020-12-18,50319,50469,50105,50304,7908
2020-12-21,50515,51009,49712,50416,15046
2020-12-22,50527,50540,49923,50081,9647
2020-12-23,50042,50280,49680,50149,11403
2020-12-24,50151,50186,49878,50073,7960
2020-12-28,50200,50580,49915,50013,11882
2020-12-29,50051,50195,49860,50039,9446
2020-12-30,50179,50179,49857,50135,7419
2020-12-31,50059,50290,50002,50151,7016
2021-01-01,50180,50280,50128,50244,1234
2021-01-04,50300,51490,50300,51424,12991
2021-01-05,51397,51780,51333,51720,10600
2021-01-06,51555,51875,50401,50509,19218
2021-01-07,50740,51046,50660,50904,10818
2021-01-08,50755,50799,48818,48967,19741
2021-01-11,48786,49390,48635,49341,11768
2021-01-12,49320,49570,48933,49045,9184
2021-01-13,49130,49447,49130,49305,7229
2021-01-14,49000,49268,48751,49221,10468
2021-01-15,49088,49327,48537,48702,11325
2021-01-18,48669,48995,48608,48894,6327
2021-01-19,48965,49070,48750,48983,8032
2021-01-20,49077,49640,48801,49534,13561
2021-01-21,49699,49765,49323,49448,8746
2021-01-22,49355,49399,48685,49140,11639
2021-01-25,49155,49346,48925,49143,8727
2021-01-27,48903,48980,48511,48865,9415
2021-01-28,48700,49290,48521,48624,10257
2021-01-29,48624,49485,48624,49096,8257
2021-02-01,49370,49400,47200,48394,992
2021-02-02,48612,48612,47751,47825,12151
2021-02-03,48015,48079,47705,47816,7462
2021-02-04,47486,47673,46611,46715,14398
2021-02-05,46850,47315,46806,47256,9616
2021-02-08,47152,47957,47152,47839,10406
2021-02-09,48000,48235,47779,47948,9545
2021-02-10,48000,48374,47822,48013,10333
2021-02-11,47837,48100,47456,47508,8904
2021-02-12,47411,47586,47111,47318,9551
2021-02-15,47436,47455,47202,47241,6160
2021-02-16,47409,47480,46682,46899,13845
2021-02-17,46800,46800,46162,46237,12286
2021-02-18,46409,46498,46011,46126,10062
2021-02-19,45986,46490,45861,46197,11107
2021-02-22,46335,46966,46238,46901,12748
2021-02-23,46973,46985,46589,46802,8952
2021-02-24,46808,46857,46268,46522,11487
2021-02-25,46443,46655,46060,46241,13829
2021-02-26,46340,46689,45611,45736,17952
2021-03-01,46000,46139,45215,45308,11653
2021-03-02,45066,45650,44975,45548,12351
2021-03-03,45524,45544,44561,44948,12643
2021-03-04,44735,44962,44471,44541,12203
2021-03-05,44444,44720,44217,44683,11917
2021-03-08,44756,44780,44150,44218,10347
2021-03-09,44349,44963,44263,44857,11352
2021-03-10,44730,44944,44630,44792,8857
2021-03-11,44950,45167,44774,44879,5583
2021-03-12,44741,44785,44271,44750,9788
2021-03-15,44790,45047,44730,44900,8094
2021-03-16,44950,45086,44766,44813,7816
2021-03-17,44890,45037,44756,44840,6443
2021-03-18,44892,45299,44626,44951,9762
2021-03-19,44928,45137,44801,45021,7521
2021-03-22,44974,45040,44630,44905,7027
2021-03-23,44786,44995,44590,44646,7964
2021-03-24,44800,44895,44673,44860,7251
2021-03-25,44892,45028,44601,44695,9090
2021-03-26,44635,44788,44441,44642,8120
2021-03-29,44972,45060,44600,44698,6388
2021-03-30,44590,44740,44108,44423,6510
2021-03-31,44305,44990,44215,44935,9095
2021-04-01,44911,45500,44911,45418,6671
2021-04-05,45349,45514,45274,45349,4951
2021-04-06,45420,45974,45420,45919,6750
2021-04-07,45766,46420,45742,46362,8116
2021-04-08,46299,46900,46240,46838,9518
2021-04-09,46766,46887,46314,46593,8587
2021-04-12,46545,46777,46400,46419,7990
2021-04-13,46450,47033,46367,46975,7677
2021-04-14,46851,46930,46556,46608,3860
2021-04-15,46680,47279,46680,47175,8936
2021-04-16,47099,47432,46820,47353,8237
2021-04-19,47353,47850,47280,47393,8970
2021-04-20,47424,47901,47128,47857,10152
2021-04-21,47939,48429,47936,48228,4553
2021-04-22,48252,48260,47660,47772,7807
2021-04-23,47885,48026,47384,47532,8164
2021-04-26,47604,47650,47253,47462,5775
2021-04-27,47465,47515,47273,47303,5447
2021-04-28,47150,47273,46800,47093,6868
2021-04-29,47245,47299,46462,46726,9583
2021-04-30,46743,46819,46605,46737,6325
2021-05-03,46921,47450,46921,47319,8624
2021-05-04,47226,47451,46717,46871,9933
2021-05-05,46979,47046,46650,47000,6593
2021-05-06,47072,47643,47000,47595,9942
2021-05-07,47654,48050,47520,47751,10599
2021-05-10,47820,48144,47755,47951,6988
2021-05-11,47952,48013,47325,47633,9708
2021-05-12,47497,47862,47374,47482,7496
2021-05-13,47356,47530,47211,47438,3596
2021-05-14,47368,47711,47337,47676,5880
2021-05-17,47989,48499,47910,48474,8420
2021-05-18,48419,48490,48215,48307,5736
2021-05-19,48261,48875,47950,48674,10507
2021-05-20,48598,48665,48269,48544,6107
2021-05-21,48336,48670,48230,48404,6896
2021-05-24,48450,48640,48368,48553,4345
2021-05-25,48425,48894,48333,48867,8127
2021-05-26,49067,49220,48666,48784,7206
2021-05-27,48751,48870,48451,48581,7687
2021-05-28,48432,48603,48250,48542,5619
