time,open,high,low,close,Volume
2020-01-03,6976.1030327,7388.40362,6946.6297951,7330.6369927,3.55898
2020-01-04,7327.6045224,7479.42,7253.4378964,7330.0231982,1.829645
2020-01-05,7363.287571,7489.79504,7306.9032046,7353.25811,3.365345
2020-01-06,7329.9575164,7787.8225,7252.115,7740.114359,10.250183
2020-01-07,7771.1164245,8233.2705496,7682.115,8158.7229,29.517401
2020-01-08,8200.589385,8434.5150132,7861.1573274,8038.8087182,22.190158
2020-01-09,8006.538425,8017.641594,7745.98149,7806.6153599,21.89694
2020-01-10,7840.371945,8179.962,7675.18476,8173.935,3.934952
2020-01-11,8162.5425,8278.010252,7946.4100932,8035.222767,5.909842
2020-01-12,8010.7858425,8183.2673724,7949.1480635,8177.237937,5.135573
2020-01-13,8177.1644073,8196.355659,8053.1504838,8134.0717848,3.153253
2020-01-14,8114.1555208,8882.7922854,8092.8013292,8785.104984,32.767173
2020-01-15,8786.507175,8919.0989006,8567.4617859,8786.9959285,17.353857
2020-01-16,8814.967999,8845.561624,8567.21623,8735.5572124,10.94211
2020-01-17,8704.5102928,8998.4684252,8665.5842224,8908.8866,16.43333
2020-01-18,8936.72025,9000.150988,8813.6085,8925.518,14.642997
2020-01-19,8984.5275273,9216.6890204,8507.1055639,8690.5828436,34.269219
2020-01-20,8710.7068352,8775.6589296,8031.12709,8629.056119,61.213957
2020-01-21,8601.169185,8804.5679253,8366.155,8747.5420926,57.244242
2020-01-22,8732.0644,8790.012,8562.0033711,8640.77892,7.234232
2020-01-23,8619.8374223,8658.2763018,8211.7911182,8311.149,16.972094
2020-01-24,8364.1383216,8523.8473541,8190.9900896,8377.9707312,10.073295
2020-01-25,8400.6171816,8425.9734325,8237.8216896,8349.1749984,6.49606
2020-01-26,8328.2784968,8620.4491802,8269.9096,8591.3810664,5.839997
2020-01-27,8578.2664817,8982.343692,8543.2933288,8875.5423102,10.041794
2020-01-28,8875.864527,9374.81259,8852.5366025,9366.6641237,20.354689
2020-01-29,9387.786989,9467.28045,9204.4851572,9289.7244051,18.264025
2020-01-30,9273.6886744,9570.663027,9136.4727119,9482.7342,28.927134
2020-01-31,9507.2066264,9578.9473004,9146.3779176,9331.3326306,13.871029
2020-02-01,9294.0728112,9486.567,9226.3253838,9392.2925121,3.218111
2020-02-02,9330.6963952,9482.68361,9101.9259366,9351.0128544,8.810074
2020-02-03,9316.7285241,9593.8465,9200.2411725,9297.3276832,14.976716
2020-02-04,9300.0553044,9354.0176702,9043.999117,9169.7953116,16.681366
2020-02-05,9191.5551492,9864.5152394,9093.0981503,9612.3828072,28.317405
2020-02-06,9627.033312,9854.83157,9486.7595125,9735.8818446,12.99766
2020-02-07,9755.5971078,9879.20596,9680.87979,9791.05998,10.074407
2020-02-08,9809.1787737,9996.35,9668.3512,9898.1739792,6.446713
2020-02-09,9939.0421062,10198.474,9887.57417,10116.07896,9.199912
2020-02-10,10139.94432,10184.2620975,9680.6725,9853.3398362,16.507298
2020-02-11,9830.6353134,10351.248,9670.9734002,10221.81192,27.669135
2020-02-12,10286.1730088,10485.680716,10090.7670895,10302.68078,26.658223
2020-02-13,10324.3992398,10543.27425,10001.1150252,10221.1639584,41.074392
2020-02-14,10200.6164196,10411.7200992,10003.0342462,10343.4081,27.715841
2020-02-15,10353.98592,10411.7200992,9771.7285,9898.05684,29.339565
2020-02-16,9864.036,10079.0198208,9618.9322312,9921.63375,38.368317
2020-02-17,9887.02107,9973.121547,9441.0063184,9668.6810002,41.629615
2020-02-18,9684.8673999,10295.91,9529.118676,10177.7526536,24.467001
2020-02-19,10171.7835205,10293.024,9358.9177947,9607.077196,24.794959
2020-02-20,9636.722,9732.7462253,9418.743308,9618.4338096,36.280594
2020-02-21,9587.5941325,9831.0872775,9540.593215,9683.3238432,16.894076
2020-02-22,9624.0605475,9730.284861,9527.6865625,9695.4394954,12.722981
2020-02-23,9612.4585775,10032.181526,9612.4585775,9987.4625072,16.43576
2020-02-24,9977.540985,10040.313617,9447.0393963,9647.7518606,24.535299
2020-02-25,9608.547487,9717.7522893,9187.3037912,9325.5037968,31.358594
2020-02-26,9363.0698504,9392.0307129,8521.175,8781.8301854,61.499685
2020-02-27,8766.2473125,9224.6424666,8532.63499,8799.36,39.594291
2020-02-28,8813.7469536,8953.011,8377.515,8707.39014,43.599004
2020-02-29,8710.6844496,8857.3795788,8497.976,8556.3312,19.577259
2020-03-01,8522.45514,8765.0530345,8355.613,8498.4877548,27.489221
2020-03-02,8497.56285,9030.1776096,8470.3451825,8868.3488424,49.587265
2020-03-03,8868.109842,9032.47425,8598.8575,8774.2965016,13.747165
2020-03-04,8797.2172452,8946.779658,8648.077074,8815.3196754,26.874259
2020-03-05,8825.84597,9277.125,8794.3038572,9140.8509516,39.92308
2020-03-06,9160.2417611,9304.33242,9004.022919,9207.398466,36.209884
2020-03-07,9152.3764911,9323.04546,8860.2802775,8977.670478,28.906953
2020-03-08,8895.4630646,8989.59453,7923.16705,8024.4121608,58.571394
2020-03-09,8025.62116,8309.4040722,7493.73654,7965.3551712,104.279573
2020-03-10,8001.7525279,8261.229458,7743.60132,7925.559376,43.893179
2020-03-11,7922.584998,8094.0565695,7592.9171724,8016.0483504,51.570204
2020-03-12,8010.3665092,8062.2243616,4422.04,4859.2444899,378.40923
2020-03-13,4878.949295,6194.0229444,3717.974312,5744.3739904,789.781768
2020-03-14,5778.831232,5820.7015147,5085.392,5248.8737692,292.037034
2020-03-15,5273.2214755,6059.502,5137.1635016,5384.129297,142.600537
2020-03-16,5359.56173,5499.7691049,4421.1492,5090.4858,276.579007
2020-03-17,5112.6938082,5697.3118275,4902.3634296,5428.8549216,243.326635
