time,open,high,low,close,Up Trend,Down Trend
2022-05-02,63720,64211,58192,61125,44042.03342341486,
2022-06-01,60752,63029,58536,58887,44042.03342341486,
2022-07-01,58320,59800,54151,58370,44042.03342341486,
2022-08-01,58032,59420,52935,53151,44042.03342341486,
2022-09-01,53000,58497,51857,56858,44042.03342341486,
2022-10-03,57162,62370,54911,57678,44042.03342341486,
2022-11-01,57960,63950,57049,63461,44042.03342341486,
2022-12-01,64380,70335,64311,69413,44042.03342341486,
2023-01-02,69503,71120,66769,68829,44042.03342341486,
2023-02-01,68754,72769,63201,64623,44042.03342341486,
2023-03-01,64740,72611,61353,72218,44042.03342341486,
2023-04-03,71811,77549,71437,74071,46487.83620600903,
2023-05-01,75888,78292,70156,72102,46487.83620600903,
2023-06-01,71857,74324,67515,70030,46487.83620600903,
2023-07-03,70060,76674,69802,75427,46487.83620600903,
2023-08-01,75330,77200,69376,75682,46487.83620600903,
2023-09-01,75748,76614,69754,69857,46487.83620600903,
2023-10-03,69255,73599,65666,71669,46487.83620600903,
2023-11-01,71325,77725,69053,77515,46487.83620600903,
2023-12-01,77777,78549,71234,74430,46487.83620600903,
2024-01-01,74279,75000,70351,72247,46487.83620600903,
2024-02-01,72146,72435,68854,71279,46487.83620600903,
2024-03-01,71346,78323,71000,75048,47171.368515532406,
2024-04-01,75450,86126,75010,80851,51946.27728116358,
2024-05-01,80935,96493,80275,91570,57345.592129086006,
2024-06-03,91125,94610,86156,87167,59159.41932048027,
2024-07-01,89453,94590,80271,83596,59159.41932048027,
2024-08-01,83769,87078,78270,85210,59159.41932048027,
2024-09-02,84910,94138,82251,90641,59159.41932048027,
2024-10-01,90888,100081,88222,94631,59186.45902450509,
2024-11-01,94924,95699,86833,91209,59186.45902450509,
2024-12-02,90555,96589,86447,87233,59186.45902450509,
2025-01-01,87300,94125,87160,93328,59186.45902450509,
2025-02-01,92951,98199,91725,94328,60691.22172613111,
2025-03-03,94600,102040,94523,100065,64238.90694438903,
2025-04-01,100398,100975,86223,95917,64238.90694438903,
2025-05-01,94466,99365,93273,97015,64238.90694438903,
2025-06-02,97376,109748,97122,106292,67418.5782682677,
2025-07-01,106190,116641,106057,109972,74911.27305038318,
2025-08-01,109854,120900,109113,120371,77854.7548470243,
2025-09-01,122493,144330,122493,142145,92347.47119055601,
2025-10-01,143204,170415,139306,148287,108238.33977785229,
2025-11-03,148791,172099,144000,171637,108238.33977785229,
2025-12-01,177858,254174,175867,235701,145404.0226509291,
2026-01-01,235998,420048,233850,291925,212320.82114086716,
2026-02-01,284826,291390,225805,282644,212320.82114086716,
2026-03-02,282644,297799,199643,224761,212320.82114086716,
